__STACK__.__STACK__	0
MP2_DM0	16
MP1_DM1	20
MP2_DM1	24
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_0_0	28
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_0_1	29
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_0_2	30
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_0_3	31
AudioSignalRouterExtIndxSel34S300Alg1.OutputGain_0_0	32
AudioSignalRouterExtIndxSel34S300Alg1.OutputGain_0_1	33
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_0_0	34
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_0_1	35
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_0_2	36
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_0_3	37
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_1_0	38
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_1_1	39
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_1_2	40
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_0_1_3	41
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_1_0	42
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_1_1	43
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_1_2	44
AudioSignalRouterExtIndxSel34S300Alg1.InputGain_1_3	45
AudioSignalRouterExtIndxSel34S300Alg1.OutputGain_1_0	46
AudioSignalRouterExtIndxSel34S300Alg1.OutputGain_1_1	47
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_0_0	48
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_0_1	49
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_0_2	50
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_0_3	51
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_1_0	52
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_1_1	53
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_1_2	54
AudioSignalRouterExtIndxSel34S300Alg1.CrossGain_1_1_3	55
AudioSignalRouterExtIndxSel34S300Alg1.alpha	56
AudioSignalRouterExtIndxSel34S300Alg1.om_alpha	57
AudioSignalRouterExtIndxSel34S300Alg1.TableIndexMax	58
AudioSignalRouterExtIndxSel34S300Alg1.NumCoeffs	59
EQS300MultiDPHWSlewP1Alg1.Curr_B2_1	60
EQS300MultiDPHWSlewP1Alg1.Curr_B1_1	61
EQS300MultiDPHWSlewP1Alg1.Curr_B0_1	62
EQS300MultiDPHWSlewP1Alg1.Curr_A2_1	63
EQS300MultiDPHWSlewP1Alg1.Curr_A1_1	64
EQS300MultiDPHWSlewP1Alg1._slewmode	65
EQS300MultiDPHWSlewP1Alg5.Curr_B2_1	66
EQS300MultiDPHWSlewP1Alg5.Curr_B1_1	67
EQS300MultiDPHWSlewP1Alg5.Curr_B0_1	68
